"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
"Academy Journals","Journal of Economics","Upcoming","manual","publisher",NA,NA
"Academy Journals","The Journal of Urologic Research","Upcoming","manual","publisher",NA,NA
"Academy Journals","Construction Management","Upcoming","manual","publisher",NA,NA
"Academy Journals","Journal of Engineering","Upcoming","manual","publisher",NA,NA
"Academy Journals","Journal of Mathematics","Upcoming","manual","publisher",NA,NA
"Academy Journals","Journal of Education","Upcoming","manual","publisher",NA,NA
"Academy Journals","Journal of Justice","Upcoming","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","Journal of Business & Retail Management Research (JBRMR)","2056-6271 ","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","Journal of Business & Retail Management Research (JBRMR)","1751-8202","manual","publisher",0.104,NA
"The Academy of Business & Retail Management (ABRM)","International Journal of Business and Economic Development","2051-8498","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","International Journal of Business and Economic Development","2051-848X","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","nternational Journal of Higher Education Management","2054-9857","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","nternational Journal of Higher Education Management","2054-9849","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","International Journal of Business & Cyber Security","2059-6618","manual","publisher",NA,NA
"The Academy of Business & Retail Management (ABRM)","International Journal of Business & Cyber Security","2059-660X","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Management and Administrative Sciences Review","2308-1368","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Management and Administrative Sciences Review","2310-872X","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Entrepreneurship and Innovation Management Journal","2310-0079","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Entrepreneurship and Innovation Management Journal","2311-1836","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","International Journal of Operations and Logistics Management","2310-4945","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","International Journal of Operations and Logistics Management","2309-8023","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Euro-Asian Journal of Economics and Finance","2310-0184","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Euro-Asian Journal of Economics and Finance","2310-4929","manual","publisher",NA,NA
"Academy of Business & Scientific Research (ABSR)","Social and Basic Sciences Research Review","2313-6758","manual","publisher",NA,NA
"Academy of IRMBR International Research in Management and Business Realities","International Review of Management and Business Research (IRMBR)","2306-9007 ","manual","publisher",NA,NA
"Academy of IRMBR International Research in Management and Business Realities","International Review of Management and Business Research (IRMBR)","2307-5953","manual","publisher",NA,NA
"Academy of IRMBR International Research in Management and Business Realities","International Review of Social Sciences (IRSS)","2309-0081","manual","publisher",NA,NA
"Academy of IRMBR International Research in Management and Business Realities","International Review of Engineering and Computer Sciences (IRECS)","2409-3580 ","manual","publisher",NA,NA
"Academy of IRMBR International Research in Management and Business Realities","International Review of Basic and Applied Sciences (IRBAS) ","  2308-7056 ","manual","publisher",NA,NA
"Academy of Knowledge Process",NA,NA,"manual","publisher",NA,NA
"Academy of Science and Engineering (ASE)",NA,NA,"manual","publisher",NA,NA
"Academy of Science and Social Science (ASSS)",NA,NA,"manual","publisher",NA,NA
"Academy of Scientific and Applied Research (ASAAR)",NA,NA,"manual","publisher",NA,NA
"Academy Publish ",NA,NA,"manual","publisher",NA,NA
"Access International Journals",NA,NA,"manual","publisher",NA,NA
"Access Journals",NA,NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Clinical Medicine",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Basic Medical Sciences",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Pharmacy and Pharmaceutical Sciences",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Veterinary Medicine and Animal Sciences",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Biotechnology Research",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Microbiology Research",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Food Nutrition and Health",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Toxicology and Environmental Science",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Biological Sciences",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Agricultural Research",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Engineering and Modern Technology",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Computer, Information and Communication Technology",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Physical Sciences Research",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Social Sciences Research",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Economy and Business Administration",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Arts, Humanities and Legal Studies",NA,"manual","publisher",NA,NA
"Acess Publishers","Access Publishers Journal of Educational Research",NA,"manual","publisher",NA,NA
"ACT Publishing","Journal of Gastroenterology and Hepatology Research","2224-6509","manual","publisher",0.152,NA
"ACT Publishing","Journal of Tumor","1819-6187","manual","publisher",NA,NA
"ACT Publishing","Journal of Cardiology and Therapy","2312-122X","manual","publisher",NA,NA
"ACT Publishing","International Journal of Orthopaedics","2313-1462","manual","publisher",NA,NA
"ACT Publishing","International Journal of Neurology Research","2313-5611","manual","publisher",NA,NA
"ACT Publishing","International Journal of Ophthalmic Research","2409-5680","manual","publisher",NA,NA
"ACT Publishing","International Journal of Radiology","2409-5680","manual","publisher",NA,NA
"ACT Publishing","Journal of Biochemistry and Molecular Biology Research","2313-7177","manual","publisher",NA,NA
"ACT Publishing","International Journal of Hematology Research","2409-3548","manual","publisher",NA,NA
"ACT Publishing","Journal of Nephrology Research","2410-0579","manual","publisher",NA,NA
"ACT Publishing","Journal of Respiratory Research"," 2412-2424","manual","publisher",NA,NA
"ACT Publishing","Journal of Dermatological Research"," 2413-8223","manual","publisher",NA,NA
"ACT Publishing","International Journal of Diabetes Research","2414-2409","manual","publisher",NA,NA
"Acta Scientifica","Acta Scientifica International Journal of Agriculture",NA,"manual","publisher",NA,NA
"Acta Scientifica","Acta Scientifica International Journal of Dental Science",NA,"manual","publisher",NA,NA
"Acta Scientifica","Acta Scientifica International Journal of Medical Science",NA,"manual","publisher",NA,NA
"Acta Scientifica","Acta Scientifica International Journal of Food and Nutrition",NA,"manual","publisher",NA,NA
"Acta Scientifica","Acta Scientifica International Journal of Pharmaceutical Science",NA,"manual","publisher",NA,NA
"AD Publications","International Journal of Engineering Research & Science","2395-6992","manual","publisher",NA,NA
"AD Publications","International Multispecialty Journal of Health","2395-6291","manual","publisher",NA,NA
"AD Publications","International Journal of Environmental & Agriculture Research","2354-1850","manual","publisher",NA,NA
"Ada Lovelace Publications","International Journal of Computer Information Systems ","2229-5208","manual","publisher",NA,NA
"Ada Lovelace Publications","International Journal of Advances in Science and Technology","2229-5216","manual","publisher",NA,NA
"Ada Lovelace Publications","International Journal of Physics, Chemistry, Mathematics and Scientific Computing","2320 –4788","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","International Journal of Women Empowerment"," 2413-4252","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","Escalating Research"," 2307-812X","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","Escalating Research","2308-0086","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","Annals of Psychophysiology","2410-1354","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","International Journal of Endorsing Health Science Research","2307-3748","manual","publisher",NA,NA
"Advance Educational Institute & Research Centre (AEIRC)","International Journal of Endorsing Health Science Research","2310-3841","manual","publisher",NA,NA
"Advance Journals","Advances in Biology & BioMedicine","2394-952X","manual","publisher",NA,NA
"Advance Journals","Advances in Cancer Research & Therapy","2394-9511","manual","publisher",NA,NA
"Advance Journals","Advances in Cellular & Molecular Biology ",NA,"manual","publisher",NA,NA
"Advance Journals","Frontiers in Biotechnology ",NA,"manual","publisher",NA,NA
"Advance Journals","Frontiers in Food & Nutrition Research","2395-7204","manual","publisher",NA,NA
